osm_way_id,hour_num,hour_speed
4962952,6,61.9920000000000000
4962952,6,52.2250000000000000
4962952,13,53.4160000000000000
4962952,2,62.9840000000000000
4962952,5,64.6810000000000000
4962952,11,60.9610000000000000
4962952,11,59.3480000000000000
4962952,5,68.8380000000000000
4962952,20,61.4510000000000000
4962952,8,69.9650000000000000
4962952,23,68.3510000000000000
4962952,1,63.1810000000000000
4962952,21,67.9670000000000000
4962952,0,63.8920000000000000
4962952,5,61.4620000000000000
4962952,14,65.1710000000000000
4962952,10,67.9930000000000000
678652462,2,47.6830000000000000
678652462,18,40.7870000000000000
678652462,5,40.3990000000000000
678652462,10,39.5850000000000000
678652462,22,37.8620000000000000
678652462,10,34.2250000000000000
678652462,5,46.4490000000000000
678652462,16,41.0660000000000000
678652462,1,33.4370000000000000
529987013,6,26.6143333333333333
529987013,23,29.4416000000000000
529987013,23,25.5387500000000000
529987013,20,25.7031666666666667
529987013,21,25.3582000000000000
678652462,10,22.9010000000000000
529987013,12,17.1827142857142857
529987013,11,21.4877142857142857
529987013,11,16.4955714285714286
529987013,0,23.2260000000000000
529987013,10,21.6805714285714286
529987013,8,19.5535714285714286
529987013,14,22.6794285714285714
529987013,22,23.8446666666666667
529987013,18,21.9620000000000000
529987013,0,23.1183333333333333
529987013,5,24.5632857142857143
529987013,12,23.1335714285714286
529987013,3,24.9890000000000000
529987013,8,17.1281428571428571
529987013,13,24.0772857142857143
4962952,4,55.7630000000000000
4962952,8,62.1560000000000000
4962952,9,50.0330000000000000
4962952,6,63.8650000000000000
4962952,8,62.4270000000000000
4962952,6,63.9310000000000000
4962952,4,67.1740000000000000
4962952,15,62.5780000000000000
4962952,8,69.3330000000000000
4962952,0,65.2530000000000000
4962952,1,67.0370000000000000
4962952,6,63.8070000000000000
4962952,17,63.4780000000000000
4962952,21,69.0170000000000000
678652462,9,40.6850000000000000
678652462,5,40.9980000000000000
678652462,16,49.9090000000000000
678652462,10,40.5880000000000000
678652462,8,40.3440000000000000
678652462,13,41.7450000000000000
678652462,10,47.1570000000000000
678652462,23,38.6560000000000000
678652462,8,40.5900000000000000
678652462,21,50.0080000000000000
678652462,20,36.5110000000000000
678652462,16,42.3920000000000000
678652462,13,39.5590000000000000
529987013,19,32.4705000000000000
529987013,1,30.4766000000000000
529987013,16,28.0023333333333333
529987013,15,26.3316666666666667
529987013,15,28.1098000000000000
529987013,15,25.4705714285714286
678652462,7,24.9070000000000000
529987013,0,23.5971428571428571
529987013,2,23.4121666666666667
529987013,4,23.1234285714285714
529987013,13,23.5956666666666667
529987013,3,24.6151428571428571
529987013,11,23.5488333333333333
529987013,17,24.5858000000000000
529987013,14,22.7644285714285714
529987013,6,22.7317142857142857
529987013,19,24.7700000000000000
4962952,7,58.7200000000000000
4962952,6,62.4620000000000000
4962952,11,53.2530000000000000
4962952,0,65.8020000000000000
4962952,10,68.7000000000000000
4962952,18,65.1520000000000000
4962952,15,65.8090000000000000
4962952,11,59.7990000000000000
4962952,14,61.6470000000000000
4962952,5,63.0300000000000000
4962952,1,62.7960000000000000
4962952,9,64.3750000000000000
4962952,3,65.2430000000000000
4962952,23,62.2920000000000000
4962952,5,67.6350000000000000
4962952,12,60.2190000000000000
4962952,15,69.7920000000000000
4962952,9,63.9920000000000000
529987013,22,38.9842500000000000
678652462,3,41.4200000000000000
678652462,1,50.1050000000000000
678652462,11,45.1820000000000000
678652462,10,42.5890000000000000
678652462,14,51.7760000000000000
678652462,9,36.9420000000000000
678652462,7,37.2330000000000000
678652462,15,52.8040000000000000
678652462,0,37.1510000000000000
678652462,16,44.1390000000000000
678652462,0,38.6530000000000000
529987013,21,25.9994000000000000
529987013,15,29.7604000000000000
529987013,15,33.0452000000000000
529987013,17,28.4360000000000000
529987013,15,27.4700000000000000
529987013,12,25.1260000000000000
529987013,22,30.1370000000000000
529987013,21,31.2305000000000000
529987013,16,31.4742000000000000
529987013,21,27.3680000000000000
678652462,3,28.5510000000000000
529987013,9,24.0342857142857143
529987013,22,24.0660000000000000
529987013,14,24.7136666666666667
529987013,13,22.0481428571428571
529987013,7,19.6908571428571429
529987013,17,24.8693333333333333
529987013,8,22.1588571428571429
529987013,0,24.0636666666666667
529987013,10,14.6231428571428571
529987013,15,23.9725000000000000
4962952,12,67.9990000000000000
4962952,4,64.9710000000000000
4962952,4,56.4690000000000000
4962952,11,59.7290000000000000
4962952,13,61.7830000000000000
4962952,6,60.6980000000000000
4962952,11,61.6970000000000000
4962952,5,62.6660000000000000
4962952,7,63.2310000000000000
4962952,5,66.5280000000000000
4962952,5,66.9730000000000000
4962952,11,54.5810000000000000
4962952,8,66.0370000000000000
4962952,17,70.0040000000000000
4962952,13,60.3940000000000000
4962952,11,58.6140000000000000
678652462,2,39.1950000000000000
678652462,5,41.1720000000000000
678652462,14,42.2690000000000000
678652462,4,43.4640000000000000
678652462,3,35.8720000000000000
678652462,13,40.2120000000000000
678652462,13,41.8240000000000000
678652462,3,39.9230000000000000
678652462,7,36.1500000000000000
678652462,21,47.1100000000000000
529987013,15,27.8003333333333333
529987013,15,27.1474000000000000
529987013,10,26.1550000000000000
529987013,23,26.0588333333333333
678652462,23,22.0870000000000000
529987013,5,22.6448571428571429
529987013,2,23.0777142857142857
529987013,10,14.9440000000000000
529987013,23,24.9211666666666667
529987013,10,23.3698571428571429
529987013,9,22.3647142857142857
529987013,11,22.6938571428571429
529987013,1,22.2640000000000000
529987013,11,19.8278571428571429
529987013,9,18.8512857142857143
4962952,13,60.1210000000000000
4962952,4,54.5470000000000000
4962952,15,62.0670000000000000
4962952,19,72.3380000000000000
4962952,13,52.7090000000000000
4962952,0,64.9290000000000000
4962952,15,67.8190000000000000
4962952,22,72.4970000000000000
4962952,21,66.9260000000000000
4962952,23,65.6600000000000000
4962952,11,66.2540000000000000
4962952,23,69.8040000000000000
4962952,19,62.2640000000000000
4962952,5,70.8210000000000000
4962952,17,66.3140000000000000
4962952,22,63.7830000000000000
4962952,8,67.1650000000000000
678652462,9,36.0060000000000000
678652462,23,48.7220000000000000
678652462,8,38.9560000000000000
678652462,2,48.6830000000000000
678652462,14,51.5110000000000000
678652462,6,38.5970000000000000
678652462,2,38.0420000000000000
678652462,10,40.5860000000000000
678652462,13,50.3320000000000000
678652462,2,43.2120000000000000
678652462,2,40.5330000000000000
678652462,7,33.9700000000000000
678652462,13,44.7570000000000000
678652462,8,34.0530000000000000
678652462,23,52.0250000000000000
678652462,9,39.4950000000000000
678652462,8,39.9480000000000000
678652462,7,38.1010000000000000
678652462,19,39.4880000000000000
529987013,16,26.3370000000000000
529987013,15,27.3591428571428571
529987013,17,26.1606666666666667
529987013,16,25.5164000000000000
529987013,16,29.0876666666666667
529987013,12,25.0364285714285714
529987013,9,24.1800000000000000
529987013,9,22.9397142857142857
529987013,12,23.6756666666666667
529987013,1,24.1590000000000000
529987013,9,23.5140000000000000
529987013,10,24.0898571428571429
529987013,10,17.7920000000000000
529987013,13,22.7213333333333333
529987013,7,20.7321428571428571
529987013,10,20.3394285714285714
529987013,3,22.6453333333333333
4962952,0,53.5600000000000000
4962952,4,63.6000000000000000
4962952,4,63.3680000000000000
4962952,18,69.1610000000000000
4962952,7,59.3760000000000000
4962952,21,57.0470000000000000
4962952,3,60.9660000000000000
4962952,21,64.2880000000000000
4962952,1,58.7000000000000000
4962952,23,66.3660000000000000
4962952,10,69.6300000000000000
4962952,9,59.6400000000000000
4962952,21,63.3240000000000000
4962952,4,61.2560000000000000
4962952,0,63.9880000000000000
4962952,11,62.0450000000000000
4962952,0,66.6370000000000000
4962952,11,63.4910000000000000
4962952,22,66.6920000000000000
678652462,5,40.9260000000000000
678652462,3,39.9080000000000000
