osm_way_id,sudden_traffic_count,total,osm_way_id,avg_hours_in_traffic,percentage
4751854.0,26,7949,4751854.0,1.9230769230769231,0.32708516794565357
4752326.0,20,7659,4752326.0,3.25,0.2611306959133046
4752328.0,80,8730,4752328.0,3.2,0.9163802978235968
4752331.0,159,5353,4752331.0,1.8176100628930818,2.9702970297029703
4752420.0,1,4889,4752420.0,1.0,0.020454080589077522
4752421.0,13,12885,4752421.0,8.307692307692308,0.10089251067132324
4752661.0,10,6023,4752661.0,2.4,0.16603021749958494
4752664.0,126,14953,4752664.0,5.150793650793651,0.8426402728549455
4752665.0,97,16438,4752665.0,8.309278350515465,0.5900961187492396
4752667.0,51,14009,4752667.0,7.431372549019608,0.36405168106217434
4752669.0,33,14586,4752669.0,9.727272727272727,0.22624434389140272
4752672.0,7,13110,4752672.0,10.571428571428571,0.05339435545385202
4752673.0,61,15431,4752673.0,4.131147540983607,0.3953081459399909
4752674.0,1,623,4752674.0,1.0,0.16051364365971107
4760500.0,8,6567,4760500.0,5.125,0.12182122734886554
4760502.0,22,12939,4760502.0,1.6363636363636365,0.1700285957183708
4760503.0,33,7510,4760503.0,3.242424242424242,0.4394141145139814
4761133.0,78,15743,4761133.0,5.653846153846154,0.495458298926507
4761138.0,84,8646,4761138.0,2.8452380952380953,0.9715475364330326
4761139.0,38,15590,4761139.0,2.526315789473684,0.24374599101988453
4761141.0,6,15541,4761141.0,1.1666666666666667,0.03860755421144071
4761150.0,78,13136,4761150.0,2.371794871794872,0.5937880633373934
4761154.0,126,4697,4761154.0,2.261904761904762,2.682563338301043
4761157.0,137,4713,4761157.0,1.518248175182482,2.9068533842563125
4761545.0,215,16145,4761545.0,3.7116279069767444,1.3316816351811707
4761547.0,127,16591,4761547.0,2.8818897637795278,0.7654752576698209
4761548.0,81,12466,4761548.0,5.3580246913580245,0.6497673672388897
4761563.0,32,12415,4761563.0,1.125,0.2577527184857028
4775762.0,150,12374,4775762.0,2.6733333333333333,1.212219169225796
4775770.0,139,14494,4775770.0,2.093525179856115,0.9590175244928936
4775773.0,27,12638,4775773.0,1.037037037037037,0.21364139895553094
4775790.0,399,17112,4775790.0,2.974937343358396,2.331697054698457
4775791.0,314,15134,4775791.0,2.4076433121019107,2.0747984670278843
4775792.0,4,794,4775792.0,1.0,0.5037783375314862
4821485.0,77,5709,4821485.0,2.3376623376623376,1.348747591522158
4821489.0,285,17197,4821489.0,3.414035087719298,1.657265802174798
4821502.0,2,235,4821502.0,1.0,0.851063829787234
4821514.0,171,15461,4821514.0,2.0994152046783627,1.1060086669685014
4821520.0,280,8375,4821520.0,1.707142857142857,3.343283582089552
4821524.0,1,123,4821524.0,1.0,0.8130081300813008
4821634.0,177,16105,4821634.0,4.327683615819209,1.0990375659733003
4821661.0,20,2756,4821661.0,1.4,0.7256894049346879
4962695.0,68,17359,4962695.0,1.602941176470588,0.39172763408030414
4962801.0,184,17353,4962801.0,1.4782608695652173,1.0603353886935976
4962802.0,565,16594,4962802.0,5.814159292035399,3.404845124743883
4962926.0,6,16969,4962926.0,1.5,0.035358595085155285
4963130.0,4,16302,4963130.0,1.0,0.0245368666421298
4963133.0,7,6771,4963133.0,1.0,0.10338207059518535
4963135.0,2,496,4963135.0,1.0,0.4032258064516129
4963148.0,2,1368,4963148.0,1.0,0.14619883040935672
7726144.0,33,11569,7726144.0,1.2121212121212122,0.2852450514305471
7726198.0,196,11257,7726198.0,3.7091836734693877,1.741138846939682
7726330.0,141,16999,7726330.0,2.049645390070922,0.8294605565033237
7726359.0,171,17202,7726359.0,3.4678362573099415,0.9940704569236135
7726448.0,47,6940,7726448.0,2.3617021276595747,0.6772334293948127
7726502.0,123,12982,7726502.0,4.821138211382114,0.9474657217686027
7726728.0,153,13457,7726728.0,3.496732026143791,1.1369547447425132
7726738.0,231,9372,7726738.0,2.675324675324675,2.464788732394366
7726755.0,171,8476,7726755.0,2.9064327485380117,2.0174610665408212
8449973.0,318,10761,8449973.0,1.5062893081761006,2.9551156955673266
8462669.0,35,13141,8462669.0,1.4,0.2663419831063085
8462702.0,44,10490,8462702.0,2.2045454545454546,0.4194470924690181
8462710.0,34,8754,8462710.0,3.0,0.38839387708476125
8462721.0,138,6461,8462721.0,1.4202898550724639,2.135892276737347
9931279.0,122,16532,9931279.0,1.3114754098360657,0.737962738930559
16210672.0,121,17247,16210672.0,3.446280991735537,0.7015712877601902
16213668.0,121,16331,16213668.0,1.5702479338842974,0.740922172555263
16213875.0,118,12481,16213875.0,1.711864406779661,0.9454370643377934
16214934.0,31,5823,16214934.0,1.2903225806451613,0.5323716297441181
16217895.0,172,17252,16217895.0,1.3546511627906976,0.9969858567122653
22797593.0,77,15867,22797593.0,5.662337662337662,0.4852839226066679
22797594.0,50,14597,22797594.0,3.78,0.34253613756251283
22797595.0,53,14799,22797595.0,3.3962264150943398,0.3581323062369079
22797596.0,47,13786,22797596.0,1.1702127659574468,0.3409255766719861
22797597.0,38,14197,22797597.0,4.894736842105263,0.2676621821511587
22797598.0,69,14208,22797598.0,4.840579710144928,0.4856418918918919
22797599.0,52,14780,22797599.0,2.6153846153846154,0.35182679296346414
22797604.0,2,1166,22797604.0,1.0,0.17152658662092624
22797606.0,26,3339,22797606.0,2.230769230769231,0.7786762503743636
22797607.0,27,10862,22797607.0,2.0,0.24857300681274166
22797621.0,36,15235,22797621.0,2.194444444444444,0.23629799803085003
22797623.0,32,12246,22797623.0,1.0625,0.26130981544994286
22797659.0,28,12424,22797659.0,2.4642857142857144,0.22537025112685125
22797661.0,169,11585,22797661.0,1.78698224852071,1.4587829089339663
22797662.0,16,10209,22797662.0,1.6875,0.15672445881085317
22797663.0,7,1592,22797663.0,1.2857142857142858,0.4396984924623116
22797664.0,4,11548,22797664.0,3.5,0.034638032559750606
22797665.0,22,8311,22797665.0,2.7272727272727275,0.2647094212489472
22804380.0,125,15570,22804380.0,1.736,0.8028259473346179
22804437.0,5,1398,22804437.0,1.2,0.35765379113018597
22804440.0,45,9383,22804440.0,2.311111111111111,0.47959074922732603
22804450.0,19,3172,22804450.0,1.6842105263157896,0.5989911727616646
22804533.0,12,14833,22804533.0,1.1666666666666667,0.08090069439762691
22804541.0,10,11519,22804541.0,1.3,0.08681309141418526
22804542.0,18,7856,22804542.0,1.277777777777778,0.22912423625254583
22804543.0,54,15370,22804543.0,1.4259259259259258,0.35133376707872477
22804826.0,13,8643,22804826.0,3.1538461538461537,0.15041073701261137
22804831.0,14,6651,22804831.0,5.0,0.21049466245677342
22804895.0,15,2345,22804895.0,1.2,0.6396588486140725
22809662.0,23,16648,22809662.0,1.7391304347826086,0.13815473330129746
22809665.0,224,15932,22809665.0,2.232142857142857,1.40597539543058
22809834.0,3,2838,22809834.0,1.3333333333333333,0.10570824524312897
22809999.0,12,15364,22809999.0,1.3333333333333333,0.07810466024472794
22810559.0,21,5729,22810559.0,2.4285714285714284,0.3665561179961599
22810560.0,11,3161,22810560.0,2.4545454545454546,0.34799114204365705
22810562.0,2,695,22810562.0,1.5,0.28776978417266186
22810584.0,94,8909,22810584.0,1.202127659574468,1.0551128072735436
23754491.0,154,9758,23754491.0,1.7012987012987013,1.5781922525107603
23754511.0,246,13036,23754511.0,1.2235772357723578,1.8870819269714636
23754548.0,5,5941,23754548.0,2.2,0.0841609156707625
23754626.0,15,4223,23754626.0,1.8666666666666667,0.3551977267345489
23754680.0,97,3910,23754680.0,1.9896907216494846,2.4808184143222505
23754698.0,14,2007,23754698.0,1.5,0.6975585450921774
23754747.0,22,9718,23754747.0,2.9545454545454546,0.2263840296357275
24008123.0,89,14779,24008123.0,1.5056179775280898,0.6022058326003112
24008187.0,11,2895,24008187.0,2.5454545454545454,0.3799654576856649
24008189.0,63,5259,24008189.0,1.2063492063492063,1.1979463776383343
24009055.0,195,16596,24009055.0,9.62051282051282,1.1749819233550254
24009167.0,98,14753,24009167.0,2.0816326530612246,0.6642716735579204
24009169.0,146,14097,24009169.0,1.7602739726027397,1.0356813506419806
24009331.0,70,14219,24009331.0,5.457142857142857,0.49229903650045714
24009354.0,53,14247,24009354.0,8.245283018867925,0.37200814206499616
24009413.0,41,14538,24009413.0,8.292682926829269,0.28201953501169347
24009444.0,9,11682,24009444.0,6.777777777777778,0.07704160246533127
24009449.0,8,5791,24009449.0,1.75,0.13814539803142808
24009451.0,26,11610,24009451.0,1.6153846153846154,0.2239448751076658
24009460.0,111,9577,24009460.0,1.954954954954955,1.1590268351258224
24009479.0,2,1673,24009479.0,2.0,0.1195457262402869
24009501.0,25,12232,24009501.0,5.08,0.20438194898626552
24009502.0,54,2651,24009502.0,1.277777777777778,2.036967182195398
24009531.0,8,5285,24009531.0,1.625,0.15137180700094607
24009793.0,71,13631,24009793.0,1.4507042253521127,0.5208715428068373
24009795.0,93,15989,24009795.0,1.3763440860215055,0.5816498842954532
24009800.0,2,2315,24009800.0,1.0,0.08639308855291576
24009828.0,11,11665,24009828.0,1.4545454545454546,0.09429918559794256
24009833.0,121,13583,24009833.0,1.5619834710743803,0.8908194066112052
24009835.0,4,5897,24009835.0,2.25,0.06783110055960657
24009876.0,54,14456,24009876.0,1.1111111111111112,0.37354731599335916
24011418.0,5,11371,24011418.0,1.0,0.04397150646381145
24011419.0,37,7615,24011419.0,1.027027027027027,0.48588312541037426
24011501.0,90,11797,24011501.0,1.4666666666666668,0.7629058235144528
24025147.0,3,580,24025147.0,1.0,0.5172413793103449
24025185.0,199,5851,24025185.0,1.949748743718593,3.401128012305589
24025189.0,9,4190,24025189.0,1.0,0.21479713603818615
24025252.0,13,7434,24025252.0,1.0,0.17487220877051385
24025777.0,89,14689,24025777.0,7.033707865168539,0.6058955681121928
24025850.0,2,371,24025850.0,1.0,0.5390835579514824
24026970.0,25,13552,24026970.0,1.36,0.1844746162927981
24026994.0,105,14766,24026994.0,1.2380952380952381,0.7110930516050386
24027268.0,5,4266,24027268.0,1.0,0.11720581340834506
24027330.0,98,15554,24027330.0,1.0714285714285714,0.6300630063006301
24027382.0,68,15774,24027382.0,1.2205882352941175,0.4310891340180043
24027475.0,30,16759,24027475.0,1.2666666666666666,0.1790082940509577
24027519.0,116,5395,24027519.0,1.4396551724137931,2.1501390176088973
24027521.0,17,1092,24027521.0,1.1176470588235294,1.5567765567765568
24027527.0,195,7505,24027527.0,1.8871794871794871,2.598267821452365
24027538.0,72,16335,24027538.0,1.875,0.44077134986225897
24027540.0,71,17113,24027540.0,1.7887323943661972,0.41488926547069477
24027546.0,46,2635,24027546.0,1.6304347826086958,1.74573055028463
24027794.0,127,16426,24027794.0,2.7244094488188977,0.7731644953123098
24027999.0,22,8024,24027999.0,3.8181818181818183,0.2741774675972084
24028012.0,8,1092,24028012.0,1.625,0.7326007326007326
24042621.0,53,12909,24042621.0,5.30188679245283,0.41056627159346193
24042623.0,45,13310,24042623.0,5.888888888888889,0.33809166040571
24042661.0,1,236,24042661.0,2.0,0.423728813559322
24042675.0,1,2551,24042675.0,2.0,0.03920031360250882
24503198.0,9,8375,24503198.0,1.5555555555555556,0.10746268656716418
24709502.0,2,17233,24709502.0,1.0,0.011605640341205826
24716054.0,75,11702,24716054.0,4.16,0.6409160827209024
24716086.0,337,13669,24716086.0,5.3916913946587535,2.4654327309971467
24716186.0,252,17007,24716186.0,2.0357142857142856,1.4817428117833833
24716336.0,63,15314,24716336.0,1.0634920634920635,0.4113882721692569
24716338.0,220,14127,24716338.0,2.4318181818181817,1.5573016210094146
24716350.0,449,16279,24716350.0,2.6102449888641424,2.758154677805762
24716352.0,171,6792,24716352.0,1.6432748538011697,2.5176678445229683
24716359.0,88,6004,24716359.0,2.4431818181818183,1.4656895403064623
24716397.0,20,889,24716397.0,1.05,2.249718785151856
24716402.0,15,1008,24716402.0,1.0,1.4880952380952381
24716552.0,61,10594,24716552.0,1.0983606557377048,0.5757976212950727
24716581.0,25,3537,24716581.0,1.96,0.7068136839129205
24716589.0,36,3545,24716589.0,2.5277777777777777,1.0155148095909732
24716627.0,35,4100,24716627.0,2.657142857142857,0.8536585365853658
24716716.0,29,3294,24716716.0,1.103448275862069,0.8803885853066181
24717220.0,13,15292,24717220.0,1.0,0.08501177086058069
24717230.0,17,12895,24717230.0,1.0588235294117647,0.13183404420317954
24717295.0,1,339,24717295.0,1.0,0.2949852507374631
24717346.0,157,10297,24717346.0,1.624203821656051,1.5247159366805865
24717366.0,8,7659,24717366.0,1.25,0.10445227836532184
24717454.0,19,7109,24717454.0,1.1578947368421053,0.26726684484456326
24829133.0,100,9659,24829133.0,1.28,1.035303861683404
24966570.0,185,16532,24966570.0,1.3945945945945946,1.1190418582143722
24968781.0,83,5972,24968781.0,1.7108433734939759,1.3898191560616209
24968842.0,1,535,24968842.0,5.0,0.18691588785046728
24968862.0,41,2906,24968862.0,1.4390243902439024,1.4108740536820372
24968900.0,16,2689,24968900.0,1.5625,0.5950167348456675
24968902.0,1,880,24968902.0,1.0,0.11363636363636363
24995130.0,25,8258,24995130.0,2.04,0.3027367401307823
24995153.0,13,1839,24995153.0,1.1538461538461537,0.7069059271343121
24995419.0,5,7313,24995419.0,4.2,0.06837139340899767
24995440.0,5,4004,24995440.0,2.8,0.12487512487512488
24995544.0,4,1219,24995544.0,1.5,0.3281378178835111
25033526.0,5,4034,25033526.0,1.6,0.12394645513138325
25036471.0,90,8681,25036471.0,1.2333333333333334,1.0367469185577698
25036516.0,58,4115,25036516.0,1.8448275862068966,1.4094775212636694
25036530.0,60,4808,25036530.0,3.2666666666666666,1.2479201331114809
25036571.0,52,3209,25036571.0,1.9038461538461537,1.6204425054534122
25060261.0,11,13595,25060261.0,4.2727272727272725,0.08091210003677823
25060263.0,126,15739,25060263.0,1.880952380952381,0.800559120655696
25064140.0,1,129,25064140.0,1.0,0.7751937984496124
25064164.0,8,2480,25064164.0,1.125,0.3225806451612903
25064195.0,22,2090,25064195.0,1.1363636363636365,1.0526315789473684
25064207.0,1,74,25064207.0,1.0,1.3513513513513513
25341981.0,180,9688,25341981.0,1.05,1.8579686209744013
25342040.0,5,4043,25342040.0,2.0,0.12367054167697254
25342045.0,32,6795,25342045.0,1.1875,0.47093451066961
25342066.0,1,1000,25342066.0,1.0,0.1
25342198.0,1,430,25342198.0,1.0,0.23255813953488372
25342215.0,1,324,25342215.0,1.0,0.30864197530864196
25342216.0,3,324,25342216.0,2.0,0.9259259259259259
25342220.0,5,6646,25342220.0,3.8,0.07523322299127294
25342221.0,15,6035,25342221.0,3.8,0.24855012427506215
25473201.0,7,866,25473201.0,1.2857142857142858,0.8083140877598153
25473304.0,84,9447,25473304.0,3.1785714285714284,0.889171165449349
25473334.0,42,8384,25473334.0,1.0952380952380951,0.5009541984732825
25537964.0,1,217,25537964.0,1.0,0.4608294930875576
25538524.0,4,1693,25538524.0,1.25,0.23626698168930893
25538839.0,12,3826,25538839.0,4.0,0.31364349189754315
25590417.0,38,6639,25590417.0,1.0789473684210527,0.5723753577345986
25591711.0,2,1581,25591711.0,1.0,0.1265022137887413
25592426.0,1,636,25592426.0,1.0,0.15723270440251572
25605722.0,38,7142,25605722.0,3.6052631578947367,0.5320638476617194
25605749.0,47,6159,25605749.0,2.574468085106383,0.7631108946257509
25605766.0,50,6186,25605766.0,1.56,0.8082767539605561
25605801.0,183,7464,25605801.0,2.010928961748634,2.4517684887459805
25606234.0,6,12201,25606234.0,5.5,0.04917629702483403
25606246.0,83,12469,25606246.0,5.759036144578313,0.6656508140187666
25692547.0,88,2275,25692547.0,1.2613636363636365,3.868131868131868
25692690.0,272,8617,25692690.0,2.375,3.156551003829639
25703549.0,42,8805,25703549.0,1.1904761904761905,0.47700170357751276
25703659.0,71,13054,25703659.0,4.225352112676056,0.5438945916960318
25705034.0,5,1278,25705034.0,1.0,0.39123630672926446
25705118.0,4,1245,25705118.0,1.0,0.321285140562249
25737793.0,82,7745,25737793.0,1.6951219512195121,1.0587475790832794
25739061.0,176,6790,25739061.0,2.25,2.5920471281296025
25739164.0,4,5711,25739164.0,3.75,0.07004027315706532
25739174.0,99,7073,25739174.0,1.6464646464646464,1.3996889580093312
25739184.0,26,10179,25739184.0,3.3846153846153846,0.2554278416347382
25739194.0,32,12021,25739194.0,5.46875,0.26620081523999667
25739286.0,174,12823,25739286.0,3.057471264367816,1.3569367542696718
25739334.0,81,3477,25739334.0,1.7407407407407407,2.3295944779982745
25739413.0,1,2741,25739413.0,1.0,0.036483035388544326
25739439.0,28,4942,25739439.0,1.0714285714285714,0.56657223796034
25745721.0,18,5807,25745721.0,1.222222222222222,0.30997072498708456
25746711.0,86,13608,25746711.0,1.8837209302325582,0.631981187536743
25747596.0,62,13772,25747596.0,2.5806451612903225,0.4501887888469358
25747641.0,74,8147,25747641.0,1.364864864864865,0.9083098072910274
25747870.0,2,1407,25747870.0,1.0,0.14214641080312723
25747923.0,7,1136,25747923.0,0.8571428571428571,0.6161971830985915
25747924.0,232,7915,25747924.0,1.9655172413793103,2.9311433986102338
25747926.0,7,3366,25747926.0,2.4285714285714284,0.20796197266785502
25748203.0,62,3817,25748203.0,1.2096774193548387,1.6243122871364946
25748216.0,59,9488,25748216.0,1.288135593220339,0.6218381112984823
25748334.0,79,14709,25748334.0,1.1518987341772151,0.5370861377387994
25748335.0,227,14770,25748335.0,1.7400881057268722,1.5368991198375084
25748359.0,150,13503,25748359.0,4.866666666666667,1.110864252388358
25748368.0,91,11416,25748368.0,1.3516483516483515,0.7971268395234758
25748372.0,353,11260,25748372.0,1.518413597733711,3.1349911190053286
25748393.0,72,7022,25748393.0,1.2083333333333333,1.0253489034463117
25760566.0,24,8251,25760566.0,5.041666666666667,0.29087383347473034
25761267.0,1,1970,25761267.0,1.0,0.050761421319796954
25761936.0,345,10351,25761936.0,1.5449275362318842,3.333011303255724
25761965.0,89,10664,25761965.0,1.2247191011235956,0.8345836459114778
25762001.0,57,5573,25762001.0,2.0526315789473686,1.0227884442849453
25762011.0,1,502,25762011.0,1.0,0.199203187250996
25764800.0,1,908,25764800.0,1.0,0.11013215859030837
25773048.0,2,546,25773048.0,1.0,0.3663003663003663
25773228.0,31,3587,25773228.0,1.2580645161290323,0.864231948703652
25773355.0,478,8554,25773355.0,1.292887029288703,5.588028992284311
25773441.0,5,373,25773441.0,1.2,1.3404825737265416
25773454.0,9,629,25773454.0,1.0,1.4308426073131955
25773736.0,35,11369,25773736.0,1.0285714285714287,0.30785469258509984
25773743.0,675,16031,25773743.0,2.2311111111111113,4.210591978042543
25773747.0,10,2843,25773747.0,1.1,0.35174111853675694
25773749.0,466,12440,25773749.0,1.9506437768240343,3.7459807073954985
25773753.0,15,4647,25773753.0,1.1333333333333333,0.32278889606197547
25773757.0,110,6678,25773757.0,1.1090909090909091,1.6471997604073076
25773785.0,244,5276,25773785.0,1.6762295081967213,4.624715693707354
25786578.0,1,78,25786578.0,1.0,1.2820512820512822
25786642.0,71,13026,25786642.0,3.9577464788732395,0.5450637187164133
25786712.0,121,16598,25786712.0,2.950413223140496,0.7290034943969153
25796100.0,2,63,25796100.0,1.0,3.1746031746031744
25796457.0,6,2141,25796457.0,1.0,0.2802428771602055
25796503.0,9,1084,25796503.0,2.0,0.8302583025830258
25814961.0,1,15,25814961.0,1.0,6.666666666666667
25815107.0,8,3778,25815107.0,2.0,0.21175224986765484
25830589.0,1,105,25830589.0,1.0,0.9523809523809523
25830601.0,2,615,25830601.0,1.0,0.3252032520325203
25849843.0,1,312,25849843.0,2.0,0.32051282051282054
25849845.0,1,59,25849845.0,1.0,1.694915254237288
25849925.0,403,10977,25849925.0,2.5583126550868487,3.6713127448300993
25849930.0,12,2024,25849930.0,1.5,0.5928853754940712
25849941.0,32,4030,25849941.0,2.21875,0.794044665012407
25849963.0,111,4601,25849963.0,2.045045045045045,2.4125190176048683
25850274.0,11,1259,25850274.0,2.0,0.8737092930897538
25857933.0,29,2559,25857933.0,2.3793103448275863,1.1332551778038296
25857937.0,21,4075,25857937.0,1.8571428571428572,0.5153374233128835
25858027.0,3,4014,25858027.0,3.0,0.07473841554559044
25858030.0,6,623,25858030.0,1.0,0.9630818619582665
25858035.0,43,2088,25858035.0,1.186046511627907,2.0593869731800765
25858036.0,12,1201,25858036.0,1.3333333333333333,0.9991673605328892
25858056.0,34,1606,25858056.0,1.3823529411764706,2.1170610211706102
25858059.0,21,3323,25858059.0,2.142857142857143,0.6319590731266927
25858103.0,203,7390,25858103.0,2.0985221674876846,2.746955345060893
25858115.0,85,9098,25858115.0,2.8941176470588235,0.9342712684106397
25858120.0,103,9608,25858120.0,3.5436893203883497,1.0720233139050792
25858169.0,47,11686,25858169.0,5.702127659574468,0.40219065548519595
25858176.0,4,1151,25858176.0,1.0,0.3475238922675934
25868142.0,215,15871,25868142.0,1.655813953488372,1.3546720433495054
25868144.0,68,15982,25868144.0,2.4705882352941178,0.4254786634964335
25889340.0,1,712,25889340.0,1.0,0.1404494382022472
25889453.0,1,1677,25889453.0,1.0,0.05963029218843172
26468740.0,44,9125,26468740.0,1.0227272727272727,0.4821917808219178
26468744.0,1,841,26468744.0,1.0,0.11890606420927467
26468754.0,1,534,26468754.0,1.0,0.18726591760299627
26468855.0,6,5868,26468855.0,1.5,0.10224948875255624
26468862.0,25,4046,26468862.0,3.28,0.6178942165101334
26468882.0,42,10694,26468882.0,2.761904761904762,0.3927435945389938
26468883.0,2,324,26468883.0,1.0,0.6172839506172839
26469164.0,76,14331,26469164.0,7.7105263157894735,0.5303188891214848
26469183.0,68,9172,26469183.0,1.647058823529412,0.7413868294810292
26469187.0,9,1964,26469187.0,2.2222222222222223,0.45824847250509165
26469189.0,10,5907,26469189.0,5.2,0.16929067208396817
26469194.0,22,6783,26469194.0,3.1818181818181817,0.32434026242075775
26472141.0,104,8388,26472141.0,1.9230769230769231,1.239866475917978
26472167.0,267,12743,26472167.0,2.0823970037453186,2.0952679902691673
26472454.0,7,9365,26472454.0,3.4285714285714284,0.07474639615589963
26472456.0,15,10389,26472456.0,4.866666666666667,0.14438348252959862
26472476.0,51,7173,26472476.0,2.9411764705882355,0.7109995817649519
26472561.0,1,1403,26472561.0,2.0,0.07127583749109052
26472593.0,27,3439,26472593.0,1.8148148148148149,0.7851119511485897
26539541.0,250,12807,26539541.0,2.048,1.9520574685718748
26539634.0,1,20,26539634.0,1.0,5.0
